date	resort	author	article	article-cicker	workload-index	
16.01.2020 13:25:00	panorama	APA	Abfallbehandlungsanlage im Theresienfeld UVP-pflichtig	Müll	4156
16.01.2020 13:13:00	panorama	APA	Elterninitiative macht gegen Ziffernnoten an Volksschulen mobil	Unbefriedigend	5012
16.01.2020 12:58:00	panorama	APA	U4-Sanierung soll 44 Millionen Euro teurer werden	Wien	9048
16.01.2020 11:31:00	panorama	APA	Burschenschafter von Gegendemonstranten schwer verletzt	"Farbenbummel"	4915
16.01.2020 11:29:00	panorama	APA	Uruguay: Totes Schwein aus Helikopter in Pool geworfen	Geschenk des Himmels	3806
16.01.2020 08:47:00	panorama	APA	Rekordzahl von Waffen an US-Flughäfen beschlagnahmt	Waffenbesitz	4948
16.01.2020 08:42:00	panorama	APA	Sozialamtsleiter erstochen: Dreitägiger Prozess beginnt am Montag	Gericht	10870
16.01.2020 07:18:00	panorama	APA	Epstein soll Datenbank über versklavte und vergewaltigte Mädchen geführt haben	Anklage	6526
16.01.2020 06:56:00	panorama	APA	42-Jährige in Ybbs erstochen: Verdächtiger festgenommen	Niederösterreich	5728
16.01.2020 20:10:00	panorama	red	42-Jährige in Ybbs an der Donau erstochen: Ehemann geständig	Bezirk Melk	3755
16.01.2020 11:31:00	panorama	red	Burschenschafter von Gegendemonstranten schwer verletzt	"Farbenbummel"	4915
16.01.2020 08:42:00	panorama	red	Sozialamtsleiter erstochen: Dreitägiger Prozess beginnt am Montag	Gericht	10870
16.01.2020 17:00:00	panorama	Birgit Baumann aus Berlin	Organspenden in Deutschland weiterhin nur bei ausdrücklicher Zustimmung	Bundestag-Entscheidung	15915
16.01.2020 16:32:00	panorama	Martin Fritz aus Tokio	Ein japanischer Minister nimmt Väterurlaub – und es ist eine Premiere	Erstgeborenes	6534
16.01.2020 16:23:00	panorama	Michael Simoner	Kilometerlanger Treibstofffilm auf der Donau in Wien und Niederösterreich	Umwelt	11114
16.01.2020 15:58:00	panorama	Vanessa Gaigg	Nach Vorfällen bei Klimademo: Neos für verpflichtende Kennzeichnung von Polizisten	Debatte	10685
16.01.2020 14:51:00	panorama	Dominik Straub aus Rom	Kommt der Papst zu Besuch, vergeht den Italienern die Lust auf Sex	Liebestöter	7199
16.01.2020 13:05:00	panorama	Gudrun Springer	Arbeit von Kinder- und Jugendbetreuern doppelt so belastend wie vor 20 Jahren	Liegt nicht an den Kindern	12395
16.01.2020 07:18:00	panorama	AFP	Epstein soll Datenbank über versklavte und vergewaltigte Mädchen geführt haben	Anklage	6526
16.01.2020 06:00:00	panorama	Frank Herrmann aus Washington	Das gescheiterte Experiment der Prohibition	USA	15643
16.01.2020 06:00:00	panorama	David Krutzler	Staatsanwaltschaft stellte alle Verfahren gegen Parksheriffs in Wien ein	Wien	6425
16.01.2020 06:00:00	panorama	aan	Ist der Zölibat noch zeitgemäß? Pro und Kontra aus den Foren	Mitreden	4097
16.01.2020 18:25:00	kultur	Thomas Neuhold	Das Runde – das Eckige – das Politische	Das aktuelle Buch	5495
16.01.2020 17:52:00	kultur	Stefan Weiss	Ulrike Lunacek zu "Fair Pay" und anderen Kulturbaustellen	Kulturpolitik	13238
16.01.2020 13:24:00	kultur	Stefan Weiss	Chormitglieder prangern prekäre Arbeitsbedingungen im Burgtheater an	"Fair Pay"	18117
16.01.2020 16:39:00	kultur	Christian Schachinger	Neues Album der US-Soul-Punker Algiers: Die Welt geht unter	Musikneuerscheinung	6715
16.01.2020 16:14:00	kultur	sten	Pianist Fazıl Say mit Beethoven und Eigenem im Wiener Konzerthaus	Konzert	5809
16.01.2020 15:21:00	kultur	Margarete Affenzeller	Wiener Weltherrschaft: Schalkos "Schwere Knochen" im Volkstheater	Unterwelt	10045
16.01.2020 13:00:00	kultur	Margarete Affenzeller	Aktivist Srećko Horvat am Burgtheater: "Es herrscht ein Klassenkrieg"	Europamaschine	17593
16.01.2020 13:21:00	kultur	APA	77. Filmfestspiele von Venedig: Cate Blanchett ist Jurypräsidentin	"Ikone"	3378
16.01.2020 11:56:00	kultur	APA	Blutbeschmiertes Gesicht Merkels und Michelle Obamas auf Plakaten	Mailand	5596
16.01.2020 11:52:00	kultur	APA	92. Oscars: Spanien verwundert über "farbigen Schauspieler" Banderas	"Rassistisch"	5585
16.01.2020 11:20:00	kultur	APA	Festspiele Reichenau: Nestroy, Doderer, Zuckmayer und Henry James	Sommertheater	6666
16.01.2020 09:38:00	kultur	APA	007-Nachfolge: "Bond kann jede Hautfarbe haben, aber er ist männlich"	Keine Jane Bond	5898
16.01.2020 11:00:00	kultur	Dominik Kamalzadeh	"Lindenberg"-Darsteller Jan Bülow: Mit dem Sonderzug nach oben	Bio-Pic	11503
16.01.2020 09:38:00	kultur	red	007-Nachfolge: "Bond kann jede Hautfarbe haben, aber er ist männlich"	Keine Jane Bond	5898
16.01.2020 16:56:00	etat	APA/Reuters	Verlag Springer Nature nimmt neuen Anlauf an die Börse	Wissenschaftsverlag	4331
16.01.2020 16:49:00	etat	red	Klarnamenpflicht für Sascha Lobo "Paradies für Stalker, Mobber und Todeslistenfans"	Netzpolitik	9325
16.01.2020 16:47:00	etat	Petra Stuiber	Trachtenpärchen reloaded: "Pro &amp; Contra" auf Puls 4 zu Türkis-Grün	Fernsehkritik: TV-Tagebuch	5543
16.01.2020 15:36:00	etat	APA/dpa	Journalistenmord-Prozess: Slowakische Polizei nimmt Staatsanwalt fest	Amtsmissbrauch	6265
16.01.2020 13:29:00	etat	Oliver Mark	Eigensperger: "Es gibt nach wie vor einen eigenen FM4-Humor"	25 Jahre FM4	36097
16.01.2020 07:00:00	etat	mawa	Wie hat sich Ihr Fernsehverhalten über die Jahre verändert?	Mitreden	5977
16.01.2020 06:00:00	etat	Harald Fidler	Kurz-Nachrichten aus dem ORF: Wer 2019 in den "ZiBs" am häufigsten vorkam	ZiB-Watch für 2019	16227
16.01.2020 06:00:00	etat	Astrid Ebenführer	Die Masken der Verschwörer, Bäume im Klima-Stress und die globale Revolution: TV-Tipps für Donnerstag	Switchlist	12349
16.01.2020 16:17:00	wissenschaft	Alois Pumhösel	Risikobewertung für zigtausende Drohnenflüge	Luftverkehrsmanagement	10177
16.01.2020 14:49:00	wissenschaft	APA	Naturhistorisches Museum macht Sammlungen digital zugänglich	Wien	5017
16.01.2020 13:05:00	wissenschaft	David Rennert	Hinweis auf zweiten Planeten um Nachbarstern Proxima Centauri	Erdnahe Welten	8712
16.01.2020 06:00:00	wissenschaft	David Rennert	Meereserwärmung löste beispielloses Vogelsterben aus	Massensterben	13087
16.01.2020 12:00:00	wissenschaft	Miguel de la Riva	Simon Wiesenthal, streitbarer Forscher und Bewahrer der Erinnerung	Zeitzeuge	16003
16.01.2020 09:00:00	wissenschaft	Ingeborg Gaisbauer	Was sie schon immer über den Anfang Wiens wissen wollten	Archäologieblog	15631
17.01.2020 21:04:00	international	André Ballin aus Moskau	Ukrainischer Regierungschef Gontscharuk darf nicht zurücktreten	Konflikt	6724
17.01.2020 20:24:00	international	red	USA drohten Deutschland im Iranstreit mit Autozöllen	Iran	4485
17.01.2020 18:18:00	international	red	Brasiliens Kultursekretär Alvim nach Rede im Goebbels-Stil entlassen	"Rhetorischer Zufall"	2905
17.01.2020 18:09:00	international	red	Umweltschützer auf britischer Anti-Terror-Liste	Greenpeace und Co	6039
17.01.2020 16:42:00	international	red	Chinas Geburtenrate auf niedrigstem Stand seit 1949	Rückgang	2564
17.01.2020 14:29:00	international	red	EU-Außenbeauftragter will notfalls Soldaten nach Libyen entsenden	Konflikt	5992
17.01.2020 20:24:00	international	APA	USA drohten Deutschland im Iranstreit mit Autozöllen	Iran	4485
17.01.2020 18:24:00	international	APA	Generalsekretär der Islamischen Weltliga besucht Auschwitz	Vernichtungslager	4822
17.01.2020 18:18:00	international	APA	Brasiliens Kultursekretär Alvim nach Rede im Goebbels-Stil entlassen	"Rhetorischer Zufall"	2905
17.01.2020 16:42:00	international	APA	Chinas Geburtenrate auf niedrigstem Stand seit 1949	Rückgang	2564
17.01.2020 16:30:00	international	APA	Rechtsextremismus-Ermittlungen gegen 208 Bundeswehr-Offiziere	Deutschland	5425
17.01.2020 14:29:00	international	APA	EU-Außenbeauftragter will notfalls Soldaten nach Libyen entsenden	Konflikt	5992
17.01.2020 09:59:00	international	APA	Athen will alle Libyen-Beschlüsse der EU blockieren	Konflikte	5493
17.01.2020 06:44:00	international	APA	Israels Armee griff wieder Hamas-Stellungen im Gazastreifen an	Israel	5063
17.01.2020 06:32:00	international	APA	Le Pen will wieder bei Frankreichs Präsidentenwahl kandidieren	2022	5593
17.01.2020 05:56:00	international	APA	Doch elf leicht verletzte Soldaten bei iranischem Angriff im Irak	USA-Iran	3218
17.01.2020 20:24:00	international	dpa	USA drohten Deutschland im Iranstreit mit Autozöllen	Iran	4485
17.01.2020 14:29:00	international	dpa	EU-Außenbeauftragter will notfalls Soldaten nach Libyen entsenden	Konflikt	5992
17.01.2020 09:59:00	international	dpa	Athen will alle Libyen-Beschlüsse der EU blockieren	Konflikte	5493
17.01.2020 17:35:00	international	Gregor Mayer aus Budapest	Viktor Orbáns prekäre EVP-Zukunft	EU	6687
17.01.2020 17:35:00	international	Michael Vosatka	Khamenei ruft Iraner nach Flugzeugabschuss zu Einheit auf	"Hand Gottes"	8993
17.01.2020 17:23:00	international	Manuela Honsig-Erlenburg	Außenminister Schallenberg: "Manchmal haben wir einen zu starken Eurozentrismus"	Ausland	17786
17.01.2020 17:08:00	international	Reuters	Impeachment-Prozess: Epstein-Verteidiger in Trumps Anwaltteam	Medienberichte	6936
17.01.2020 17:08:00	international	maa	Impeachment-Prozess: Epstein-Verteidiger in Trumps Anwaltteam	Medienberichte	6936
17.01.2020 15:00:00	international	maa	Warum der Schnurrbart des US-Botschafters in Südkorea für Empörung sorgt	Kritik	7380
17.01.2020 16:30:00	international	AFP	Rechtsextremismus-Ermittlungen gegen 208 Bundeswehr-Offiziere	Deutschland	5425
17.01.2020 10:24:00	international	APA/dpa	Drei türkische Soldaten im Norden Syriens getötet	Autobombe	3694
17.01.2020 18:00:00	inland	Sebastian Fellner	Die 460.000-Euro-Frage: War Waldhäusl wirklich nur Hobbybauer?	Nebenjob	18937
17.01.2020 16:23:00	inland	Fabian Schmid	US-Justiz will nicht bei Suche nach Urheber des BVT-Konvoluts helfen	BVT-Affäre	5631
17.01.2020 15:36:00	inland	APA	Schönborn dürfte im März Vorsitz der Bischofskonferenz zurücklegen	Kardinal	5856
17.01.2020 13:40:00	inland	APA	SPÖ gegen Aufnahme von Häftlingen in die Krankenversicherung	Sozialausschuss	7099
17.01.2020 12:07:00	inland	APA	Verteidigungsministerin will rasch über Teiltauglichkeit und Eurofighter entscheiden	Heer	8762
17.01.2020 15:36:00	inland	red	Schönborn dürfte im März Vorsitz der Bischofskonferenz zurücklegen	Kardinal	5856
17.01.2020 12:07:00	inland	red	Verteidigungsministerin will rasch über Teiltauglichkeit und Eurofighter entscheiden	Heer	8762
17.01.2020 09:00:00	inland	mawa	Neue Ausbildung für Pflegekräfte: Wie stehen Sie dazu?	Bildungsforum	15195
17.01.2020 06:00:00	inland	Gerald John	Warum Väter ihre Pension mit den Müttern teilen sollen	Gleichberechtigung	17752
17.01.2020 19:27:00	wirtschaft	red	Casinos sollen Sidlo wegen grober Pflichtverletzung abberufen haben	Ex-Finanzvorstand	5754
17.01.2020 11:21:00	wirtschaft	red	Gewessler macht Sektionschef Kasser zum Generalsekretär	Türkis-Grün	9026
17.01.2020 09:54:00	wirtschaft	red	Wo Sebastian Kurz' Wasserstoffpläne funktionieren könnten	Überblick	18029
17.01.2020 13:48:00	wirtschaft	Renate Graber	Nach Klage gegen Betriebsratschefs: Macht im AUA-Betriebsrat neu verteilt	AUA-Betriebsrat	9140
17.01.2020 13:23:00	wirtschaft	Andreas Danzer	AT&amp;S-Chef: "Anstrengungen der EU in Schlüsseltechnologien sind beschämend"	Konzernboss	15039
17.01.2020 13:23:00	wirtschaft	Andreas Schnauder	AT&amp;S-Chef: "Anstrengungen der EU in Schlüsseltechnologien sind beschämend"	Konzernboss	15039
17.01.2020 11:57:00	wirtschaft	Nora Laufer	Kaum Flugscham: Übergangsregierung jettete durch Österreich	Klimaunfreundlich	13212
17.01.2020 11:21:00	wirtschaft	APA	Gewessler macht Sektionschef Kasser zum Generalsekretär	Türkis-Grün	9026
17.01.2020 09:49:00	wirtschaft	APA	Trotz gesunkener Inflation: Mieten, Strom und Hotels wurden teurer	Wirtschaftspolitik	7058
17.01.2020 08:49:00	wirtschaft	APA	Experten fordern Reform der Pendlerpauschale: Wie könnte die aussehen?	Grüner zur Arbeit	11112
17.01.2020 08:47:00	wirtschaft	APA	Chinas Wirtschaft wuchs 2019 um nur 6,1 Prozent	Konjunkturdaten	9234
17.01.2020 07:11:00	wirtschaft	APA	Trump nominiert Goldstandard-Anhängerin Shelton für Fed-Posten	US-Notenbank	2934
17.01.2020 07:00:00	wirtschaft	aan	Wie wichtig ist Ihnen Ihr Titel?	Mitreden	6244
17.01.2020 06:00:00	wirtschaft	gra	Notenbank vergleicht sich mit Mobbingopfer	Reform	6543
17.01.2020 18:01:00	web	red	Facebook verwirft Pläne für Werbung auf Whatsapp	Soziale Medien	5249
17.01.2020 14:55:00	web	red	"1917", "Little Women" und "Knives out": Mittlerweile fast alle Oscar-Kandidaten im Netz	Screener	5629
17.01.2020 13:28:00	web	red	Untertitel fehlen: Gehörloser Mann klagt Pornhub	USA	3282
17.01.2020 12:43:00	web	red	Kritische Windows-10-Lücke genutzt, um NSA zu "rickrollen"	Microsoft	6728
17.01.2020 11:39:00	web	red	Schneller schreiben und besser Spielen: US-Start-up bringt Tastatur-Alternative	Games	6471
17.01.2020 10:44:00	web	red	Huawei P40 Pro: Mit sieben Kameras und null Google-Apps	Android	7126
17.01.2020 10:14:00	web	red	Jeder Achte würde Steak aus dem 3D-Drucker essen	De	3578
17.01.2020 09:58:00	web	red	"Call of Duty" dominiert die Verkäufe in den USA, "Fifa" in Europa	Games	3457
17.01.2020 14:29:00	web	APA	Französische Aufsicht zu Start-up-Käufen durch Google &amp; Co skeptisch	Frankreich	2113
17.01.2020 10:54:00	web	APA	Österreicher kaufen online kaum bei heimischen Onlineshops	.at	4675
17.01.2020 09:42:00	web	APA	"CO2-negativ bis 2030": Microsoft startet große Klimainitiative	Versprechen	7523
17.01.2020 13:44:00	web	Daniel Koller	Diese acht spannenden Strategiespiele erscheinen 2020	Games	9570
17.01.2020 09:27:00	web	Daniel Koller	"Cyberpunk 2077" erscheint einige Monate später	Games	6757
17.01.2020 13:20:00	web	sum	A1 startet kommende Woche sein 5G-Netz	Mobilfunk	5369
17.01.2020 12:12:00	web	APA/dpa	Niederländer bot zwölf Milliarden gestohlene Passwörter im Netz an	Kriminalität	3348
17.01.2020 22:48:00	sport	'sofa-standings-embed-4106-24048'	Norwegen gab sich in EM-Hauptrunde gegen Ungarn keine Blöße	Handball	6003
17.01.2020 22:44:00	sport	'sofa-standings-embed-125-24084'	Salzburg baut Führung aus, Graz besiegt Capitals	EBEL Eishockey-Liga	6536
17.01.2020 22:31:00	sport	'sofa-standings-embed-42-23538'	Gregoritsch-Traumdebüt für Schalke: Tor und Assist bei 2:0	Deutsche Bundesliga	7730
17.01.2020 21:20:00	sport	APA	Afrika-Cup-Verlegung für Liverpool-Coach Klopp "Katastrophe"	Afrika-Cup	4908
17.01.2020 20:16:00	sport	APA	Meisterschaft in Zypern nach Bombenanschlag auf Referee ausgesetzt	Fußball International	409
17.01.2020 19:45:00	sport	APA	Magath übernimmt wohl Rolle bei Admira und Würzburg	Admira Wacker	2955
17.01.2020 19:17:00	sport	APA	Football-Leaks-Enthüller Pinto kommt vor Gericht	Fußball International	5639
17.01.2020 17:30:00	sport	1	Janine Flock verpasste Weltcup-Heimsieg um zwei Hundertstel	Wintersport	5139
17.01.2020 16:01:00	sport	Florian Vetter	Handball als Schwerarbeit: "Wir pressen die Topspieler aus"	Handball-Nationalteam	9162
17.01.2020 15:33:00	sport	'sofa-standings-embed-36-24127'	Barcelona setzte vor Setien-Debüt auf Zusammenhalt	Primera Division	5692
17.01.2020 15:29:00	sport	Sonntag	Weltcup-Comeback von Sestriere: Schlägt Shiffrin zurück?	Ski Alpin: Damen-Weltcup	9284
17.01.2020 13:12:00	sport	sid	Weshalb die Trikotnummer 24 in Brasilien verpönt ist	Fußball	5234
17.01.2020 13:02:00	sport	'sofa-standings-embed-1-23776'	ManUnited-Coach Solskjaer wittert gegen Liverpool Chancen	Premier League	6582
17.01.2020 12:07:00	sport	'sofa-standings-embed-33-24644'	Juventus und Inter Mailand im Fernduell vor Pflichtsiegen	Serie A	3924
17.01.2020 08:00:00	sport	Andreas Gstaltmeyr	Fußball: Hand oder nicht Hand, das ist hier die Regelfrage	Fußball	40080
17.01.2020 17:19:00	kultur	APA	Goebbels-Rede imitiert: Kultursekretär schockt Brasilien	NS-Propaganda	4117
17.01.2020 15:58:00	kultur	APA	In Italien wiedergefundenes Klimt-Gemälde laut Experten echt	Fund	7882
17.01.2020 17:11:00	kultur	red	Burgtheater sieht "keinen Spartarif" bei Gastverträgen	"Fair Pay"	6029
17.01.2020 16:50:00	kultur	Michael Wurmitzer	"Traumdeutung" im Akademietheater: Freud kennt Alice Cooper nicht	Theaterkritik	8605
17.01.2020 15:19:00	kultur	sten	Das Tonhalle-Orchester Zürich mit Paavo Järvi im Konzerthaus	Konzert	5480
17.01.2020 15:12:00	kultur	daen	Atemloser Beethoven: Jewgenij Kissin im Musikverein	Konzert	5264
17.01.2020 15:06:00	kultur	Helmut Ploebst	"Dornröschen": Spitzentanz im Lichtspieltheater	Übertragung	6587
17.01.2020 15:00:00	kultur	Amira Ben Saoud	Partyplaner fürs Wochenende: Schlittschuhlaufen mit Musik	Was ist los in Wien?	7430
17.01.2020 14:00:00	kultur	Karl Fluch	Popmusik steckt in der Klimakrise	Feuer am Dach	13032
17.01.2020 08:27:00	kultur	Katharina Rustler	Künstler Oswald Oberhuber gestorben	1931–2020	13758
17.01.2020 18:28:00	etat	Harald Fidler	Was Sebastian Kurz' Mann mit der Medienpolitik vorhat	ORF und Co	15027
17.01.2020 17:31:00	etat	Wolfgang Weisgram	Die sanften Wahlelefanten auf ORF Burgenland und ORF 3	Fernsehkritik: TV-Tagebuch	3622
17.01.2020 16:16:00	etat	APA	Paar gab sich bei spanischer Datingshow als Singles aus	Schwindel	3023
17.01.2020 16:01:00	etat	APA	Eni muss Millionenstrafe wegen lästiger Werbeanrufe zahlen	Irreführung	3240
17.01.2020 13:48:00	etat	APA	Deutscher Schauspieler Schmidt-Modrow 34-jährig gestorben	1985 – 2020	2574
17.01.2020 11:05:00	etat	APA	Vorteilspaket von Danone ohne Vorteil – Mengenrabatt war keiner	Nachteilspack	2567
17.01.2020 14:06:00	etat	red	Kurz-Doku des ORF auf ÖVP-Kanal: SP-Stiftungsrat sieht Unabhängigkeit "massiv in Gefahr"	Anfrage	7579
17.01.2020 12:03:00	etat	red	KTHE lässt die Fluglinie Level abheben	Werbung	4927
17.01.2020 11:41:00	etat	red	ORF-Teletext trotzt digitalem Zeitalter	Jahresbilanz	4395
17.01.2020 11:16:00	etat	red	"Krone" verletzt mit Foto von Peter Seisenbacher Ehrenkodex	Presserat	6454
17.01.2020 11:21:00	etat	Doris Priesching	Trotz hoher Schulden: Netflix pumpt 17 Milliarden in neue Inhalte	Serienproduktion	6450
17.01.2020 09:00:00	etat	Astrid Ebenführer	Alles fit im Schritt? Netflix klärt in "Sex Education" wieder auf	Neue Folgen	7387
17.01.2020 06:00:00	etat	Astrid Ebenführer	Jagd auf den Abzockerclan, Sterne über uns, Zuhause zwischen Zinnen: TV-Tipps für Freitag	Switchlist	9404
17.01.2020 18:07:00	wissenschaft	Klaus Taschwer	Drei kleine Wölfe apportieren ohne Training Tennisbälle	Sensation oder Zufall?	12528
17.01.2020 09:40:00	wissenschaft	Klaus Taschwer	"Geisterteilchen" geben Forschern neue Rätsel auf	Anormale Ereignisse in der Antarktis	12015
17.01.2020 15:11:00	wissenschaft	APA	Forscher untersuchen die "soziale Immunität" von Insektenstaaten	Entomologie	6655
17.01.2020 11:42:00	wissenschaft	APA	Die erste Ariane des Jahres hat abgehoben	Kourou	3434
17.01.2020 07:00:00	wissenschaft	APA	Robotertaube enthüllt Geheimnisse von Vogelfedern	Bionik	8021
17.01.2020 15:11:00	wissenschaft	red	Forscher untersuchen die "soziale Immunität" von Insektenstaaten	Entomologie	6655
17.01.2020 11:42:00	wissenschaft	red	Die erste Ariane des Jahres hat abgehoben	Kourou	3434
17.01.2020 07:00:00	wissenschaft	red	Robotertaube enthüllt Geheimnisse von Vogelfedern	Bionik	8021
17.01.2020 10:48:00	wissenschaft	jdo	Mittelerdes Erbe: Christopher Tolkien ist tot	1924–2020	4880
17.01.2020 09:00:00	wissenschaft	Kurt de Swaaf	Roboterinsekten gegen das Bienensterben	Bienenstock der Zukunft	15423
18.01.2020 22:40:00	international	red	Proteste in Beirut eskalieren, Präsident ruft Militär zu Hilfe	Dutzende Verletzte	10659
18.01.2020 17:48:00	international	red	Berichte über Entlassung des nordkoreanischen Außenministers	Nordkorea	6942
18.01.2020 16:53:00	international	red	Ölblockade gefährdet Berliner Libyen-Konferenz	Gipfeltreffen	19981
18.01.2020 22:40:00	international	APA	Proteste in Beirut eskalieren, Präsident ruft Militär zu Hilfe	Dutzende Verletzte	10659
18.01.2020 20:13:00	international	APA	Ukraine soll Flugschreiber der im Iran abgeschossenen Maschine auswerten	Flugzeugabsturz in Teheran	8020
18.01.2020 18:31:00	international	APA	Gibraltar könnte demnächst Schengen-Raum beitreten	Brexit	6012
18.01.2020 17:48:00	international	APA	Berichte über Entlassung des nordkoreanischen Außenministers	Nordkorea	6942
18.01.2020 17:40:00	international	APA	Kurz hält Rückholung verlorener Kompetenzen nach Südtirol für realistisch	Schutzfunktion	9353
18.01.2020 16:53:00	international	APA	Ölblockade gefährdet Berliner Libyen-Konferenz	Gipfeltreffen	19981
18.01.2020 16:30:00	international	APA	Chef der links-nationalen Vetevendosje mit Regierungsbildung im Kosovo betraut	Albin Kurti	6892
18.01.2020 13:04:00	international	APA	Trump will Schulkantinen-Reform von Michelle Obama abschaffen	Speisepläne	4504
18.01.2020 22:40:00	international	dpa	Proteste in Beirut eskalieren, Präsident ruft Militär zu Hilfe	Dutzende Verletzte	10659
18.01.2020 20:13:00	international	dpa	Ukraine soll Flugschreiber der im Iran abgeschossenen Maschine auswerten	Flugzeugabsturz in Teheran	8020
18.01.2020 17:48:00	international	dpa	Berichte über Entlassung des nordkoreanischen Außenministers	Nordkorea	6942
18.01.2020 16:53:00	international	dpa	Ölblockade gefährdet Berliner Libyen-Konferenz	Gipfeltreffen	19981
18.01.2020 16:37:00	international	dpa	US-Demokraten liefern neues Material gegen Trump	Impeachment-Verfahren	12883
18.01.2020 18:31:00	international	AFP	Gibraltar könnte demnächst Schengen-Raum beitreten	Brexit	6012
18.01.2020 13:04:00	international	AFP	Trump will Schulkantinen-Reform von Michelle Obama abschaffen	Speisepläne	4504
18.01.2020 08:33:00	international	AFP	Bericht: EU kürzt Vorbeitrittshilfen für die Türkei um 75 Prozent	EU-Erweiterung	3796
18.01.2020 22:27:00	inland	red	Neues Buch dürfte Ombudsfrau Susanne Wiesinger den Job kosten	Mateschitz-Verlag	4558
18.01.2020 08:00:00	inland	Gerald John	Sonderpensionen im staatsnahen Bereich kosten halbe Milliarde Euro	Privilegien	9632
18.01.2020 21:55:00	wirtschaft	APA	Lufthansa-Flugbegleiter wollen wieder streiken	AUA-Mutter	3042
18.01.2020 21:55:00	wirtschaft	Reuters	Lufthansa-Flugbegleiter wollen wieder streiken	AUA-Mutter	3042
18.01.2020 18:00:00	wirtschaft	Andreas Schnauder	Nach 90 Tagen soll Schluss mit Airbnb-Vermietung sein	Regierungsplan	10587
18.01.2020 13:00:00	wirtschaft	Günther Strobl	Die oft vergessene schmutzige Seite des Elektroautos	E-Mobility	10798
18.01.2020 09:00:00	wirtschaft	Bettina Pfluger	Klagen gegen zwangsweisen Fondswechsel bei Lebensversicherungen	Fonds aufgelassen	9121
18.01.2020 09:00:00	wirtschaft	Renate Graber	Ermittler lassen Konten in Immobiliencausa Tojner öffnen	Causa Burgenland	8103
18.01.2020 08:00:00	wirtschaft	Leopold Stefan	Die Einkommen der Millennials haben sich deutlich verschlechtert	Boomer-Party vorbei	21611
18.01.2020 17:04:00	web	APA/hsu	500 Fans bei deutschen Influencerinnen Lisa &amp; Lena in Wien	Influencer	4458
18.01.2020 16:29:00	web	hsu	Nextcloud Hub: Filesharing-Dienst wird zur integrierten Groupware	Filesharing	7644
18.01.2020 11:36:00	web	hsu	Europäische Kommission möchte Verbot von Gesichtserkennung	Überwachung	7336
18.01.2020 14:45:00	web	red	"Doppeltes Leid": Warum Messenger-Apps wie Slack im Büro stressen	Büroalltag	6958
18.01.2020 09:48:00	web	red	Weiterhin "Verpackungswahnsinn" im Onlinehandel	Handel	5561
18.01.2020 12:36:00	web	Muzayen Al-Youssef	Hitlergruß, der keiner war: Burschenschafter droht Twitter-Nutzern mit Klagen	Soziale Medien	6332
18.01.2020 11:07:00	web	gpi	Das Zeitalter der tastenlosen Handys steht bevor	Smartphones	8234
18.01.2020 10:00:00	web	sum	C64 Maxi getestet: Eine Zeitreise in die 80er, nicht nur für Boomer	Retro	11865
18.01.2020 09:36:00	web	apa	Snapchat-Hilferuf: US-Polizei befreite entführte 14-Jährige	Soziale Medien	3059
18.01.2020 22:09:00	sport	APA	Österreichs Hockey-Herren im Hallen-EM-Finale gegen Deutschland	Hockey	5376
18.01.2020 15:40:00	sport	APA	Wiesberger greift bei Saisondebüt in Abu Dhabi nach dem Turniersieg	Golf	5702
18.01.2020 11:33:00	sport	APA	ÖSV-Springerinnen gewinnen Teambewerb mit Rekordvorsprung	Skispringen Damen	6031
18.01.2020 10:09:00	sport	APA	Novak bei Australien Open im Hauptbewerb	Australian Open	4796
18.01.2020 21:15:00	sport	'sofa-standings-embed-33-24644'	Immobile schießt Dreierpack, Lazio stellt Clubrekord auf	Serie A	3924
18.01.2020 19:45:00	sport	Florian Vetter	Österreich verliert spektakuläre Partie gegen Europameister Spanien	Handball-Nationalteam	14152
18.01.2020 18:32:00	sport	'sofa-standings-embed-36-24127'	Casemiro beschert Real Tabellenführung	Primera Division	3902
18.01.2020 17:25:00	sport	'sofa-standings-embed-42-23538'	Haaland schießt BVB mit Hattrick in 24 Minuten zum 5:3-Sieg	Joker	16535
18.01.2020 12:11:00	sport	'sofa-standings-embed-42-23538'	Schalkes Matchwinner Gregoritsch losgelöst: "Besser geht es nicht"	Deutsche Bundesliga	7609
18.01.2020 15:59:00	sport	'sofa-standings-embed-1-23776'	ManCity nur remis gegen Palace, Mourinho mit Spurs schon vier Spiele sieglos	Premier League	9734
18.01.2020 11:00:00	sport	Christian Hackl	Thomas Muster: "Dominic Thiem kann viel besser werden als ich"	Australian Open	17667
18.01.2020 10:23:00	sport	Jakob Pöltl mit vier Punkten	San Antonio blamierte sich gegen NBA-Nachzügler Atlanta	NBA	5321
18.01.2020 10:23:00	sport	fünf Rebounds	San Antonio blamierte sich gegen NBA-Nachzügler Atlanta	NBA	5321
18.01.2020 10:23:00	sport	vier Assists	San Antonio blamierte sich gegen NBA-Nachzügler Atlanta	NBA	5321
18.01.2020 20:56:00	panorama	APA	Demo gegen rechten Grazer Akademikerball verlief ohne Zwischenfälle	Steiermark	6927
18.01.2020 19:45:00	panorama	APA	Harry und Meghan verzichten auf Titel "Königliche Hoheit"	Großbritannien	10257
18.01.2020 18:44:00	panorama	APA	Polnischer Landwirt von eigenen Hausschweinen gefressen	Niederschlesien	4654
