date	resort	author	article	article-cicker	workload-index	
18.01.2020 17:44:00	panorama	APA	Pkw erfasste Fußgängergruppe in Kärnten, ein Todesopfer	Dreiländereck	5124
18.01.2020 19:45:00	panorama	red	Harry und Meghan verzichten auf Titel "Königliche Hoheit"	Großbritannien	10257
18.01.2020 19:45:00	panorama	AFP	Harry und Meghan verzichten auf Titel "Königliche Hoheit"	Großbritannien	10257
18.01.2020 18:44:00	panorama	dpa	Polnischer Landwirt von eigenen Hausschweinen gefressen	Niederschlesien	4654
18.01.2020 13:00:00	panorama	David Krutzler	Rot gegen Bunt: Konkurrenz von links und rechts für SPÖ in Wien	Wien-Wahl 2020	13908
18.01.2020 08:00:00	panorama	David Krutzler	Badeschluss für das Wiener Dianabad Ende Oktober	Wien	8847
18.01.2020 13:00:00	panorama	Rosa Winkler-Hermaden	Rot gegen Bunt: Konkurrenz von links und rechts für SPÖ in Wien	Wien-Wahl 2020	13908
18.01.2020 10:00:00	panorama	Steffen Arora	Tiroler Projekt als Vorbild für deutsche Drogenpolitik	SUCHTMITTEL	8966
18.01.2020 19:16:00	kultur	Stefan Brändle aus Paris	Pädophilie-Vorwürfe gegen Autor Gabriel Matzneff	Kollektives Schweigen	11558
18.01.2020 15:17:00	kultur	APA	Sprecher von "Simpsons"-Figur Apu zieht sich nach Rassismus-Vorwürfen zurück	Akzent	5486
18.01.2020 13:34:00	kultur	APA	Disney will neuen Namen für "20th Century Fox"	Verwechslungsgefahr	4915
18.01.2020 15:17:00	kultur	AFP	Sprecher von "Simpsons"-Figur Apu zieht sich nach Rassismus-Vorwürfen zurück	Akzent	5486
18.01.2020 13:34:00	kultur	AFP	Disney will neuen Namen für "20th Century Fox"	Verwechslungsgefahr	4915
18.01.2020 10:54:00	kultur	Katharina Rustler	Künstler Oswald Oberhuber gestorben	1931–2020	13694
18.01.2020 10:00:00	kultur	Ronald Pohl	250 Jahre Beethoven: "Alle wollen immer nur meine Neunte hören!"	Jubiläum	18310
18.01.2020 13:00:00	etat	Erleuchtet: Julia Pühringer	Gwyneth Paltrows Wellness-Imperium als Netflix-Serie	Bizarr	15966
18.01.2020 11:11:00	etat	TREKOLOGIE: Bert Rebhandl	"Ein anderer Picard" in Star Trek: Patrick Stewarts fulminante Rückkehr	Star Trek: Picard	14247
18.01.2020 06:00:00	etat	Karl Gedlicka	Kulturkampf von rechts oder "La Strada – Das Lied der Straße": Die TV-Tipps für Samstag	Switchlist	11651
18.01.2020 18:55:00	wissenschaft	red	Für Ratten gilt der Grundsatz "Wie du mir, so ich dir"	Quid pro quo	6513
18.01.2020 18:55:00	wissenschaft	APA	Für Ratten gilt der Grundsatz "Wie du mir, so ich dir"	Quid pro quo	6513
18.01.2020 14:00:00	wissenschaft	dare	Ein Gasriese in der Todesspirale	Fataler Orbit	7947
18.01.2020 06:12:00	wissenschaft	dare	Forscher entwickelten "lebende Maschinen" aus Froschzellen	Medizinisches Potenzial	6911
18.01.2020 10:00:00	wissenschaft	Josefson	Rundschau: Die besten Science-Fiction-Bücher des Jahres	Science Fiction &amp; Fantasy	36889
19.01.2020 22:20:00	international	Michael Vosatka	Italien will Führungsrolle bei Überwachung des Waffenstillstands in Libyen	Konferenz in Berlin	14358
19.01.2020 22:20:00	international	Bert Eder	Italien will Führungsrolle bei Überwachung des Waffenstillstands in Libyen	Konferenz in Berlin	14358
19.01.2020 20:53:00	international	APA	Proteste in Beirut eskalieren, Präsident ruft Militär zu Hilfe	Hunderte Verletzte	14311
19.01.2020 11:15:00	international	APA	Militärkreise: Mindestens 70 Regierungssoldaten im Jemen getötet	Raketenangriff	5345
19.01.2020 20:53:00	international	AFP	Proteste in Beirut eskalieren, Präsident ruft Militär zu Hilfe	Hunderte Verletzte	14311
19.01.2020 13:38:00	international	AFP	Syriens Diktator bestraft Devisen-Nutzung mit Zwangsarbeit	Währungsverfall	3226
19.01.2020 11:15:00	international	AFP	Militärkreise: Mindestens 70 Regierungssoldaten im Jemen getötet	Raketenangriff	5345
19.01.2020 18:24:00	international	Stefan Brändle aus Paris	Pensionsproteste in Paris schlagen zum Teil in Gewalt um	Proteste in Frankreich	6821
19.01.2020 18:22:00	international	red	Johnson und Macron halten am Atomdeal mit Iran fest	Iran	5263
19.01.2020 11:15:00	international	Reuters	Militärkreise: Mindestens 70 Regierungssoldaten im Jemen getötet	Raketenangriff	5345
19.01.2020 09:22:00	international	APA/dpa/AFP/Reuters	Trump-Anwälte legen Strategie für Impeachment-Prozess vor	Impeachment	9391
19.01.2020 22:41:00	inland	Gerald John	Wiesinger nicht mehr Ombudsfrau für Wertefragen im Bildungsministerium	Neues Buch	9862
19.01.2020 17:30:00	inland	Conrad Seidl	Keine Spur mehr von Spaltung der Nation: 75 Prozent mit Van der Bellen zufrieden	Umfrage	11404
19.01.2020 15:27:00	inland	red	Akademikerball möglicherweise mit Identitären-Aufputz	Akademikerball	8006
19.01.2020 15:27:00	inland	APA	Akademikerball möglicherweise mit Identitären-Aufputz	Akademikerball	8006
19.01.2020 08:00:00	inland	Sebastian Fellner	In Niederösterreich drucken Parteien vorausgefüllte Stimmzettel	Legal	11159
19.01.2020 22:00:00	wirtschaft	APA	Erster ÖBB-Nachtzug von Wien nach Brüssel abgefahren	Nightjet	4109
19.01.2020 16:30:00	wirtschaft	APA	Verlängerung des Spitzensteuersatzes von 55 Prozent hält Industrie für "Blamage"	Wirtschaftspolitik	10780
19.01.2020 16:30:00	wirtschaft	ung	Verlängerung des Spitzensteuersatzes von 55 Prozent hält Industrie für "Blamage"	Wirtschaftspolitik	10780
19.01.2020 15:00:00	wirtschaft	Günther Strobl	Tui-Krisenstab-Chef: "Gewisse Dinge kann man nicht verhindern"	Rechte von Reisenden	19091
19.01.2020 13:00:00	wirtschaft	Alexander Hahn	Aufschwung, Crash oder Ketchupeffekt? Was das Jahrzehnt an der Börse bringt	Börsenausblick	11363
19.01.2020 10:00:00	wirtschaft	Alexander Hahn	Aufstand der Siemens-Aktionäre gegen Konzernchef Kaeser	Kohleprojekt in Austrlien	9294
19.01.2020 12:50:00	wirtschaft	AFP	US-Händler locken Kunden mit Shows in Einkaufszentren	Vergnügungspark	10609
19.01.2020 12:50:00	wirtschaft	red	US-Händler locken Kunden mit Shows in Einkaufszentren	Vergnügungspark	10609
19.01.2020 10:00:00	wirtschaft	Verena Kainrath	Marmeladenkönig Staud: "Warum beim Kopftuch einmischen?"	Zwischen den Zahlen	26999
19.01.2020 08:00:00	wirtschaft	Verena Kainrath	Im Sporthandel ist die Party vorbei	Wettlauf	12865
19.01.2020 17:58:00	web	red	Leistbares Elektroauto: Sono Motors erreicht 50-Millionen-Euro-Ziel bei Crowdfunding-Kampagne	Innovation	4886
19.01.2020 17:16:00	web	red	"The Magalorian": Trump-Fans basteln nun Memes mit Baby Yoda	Netzpolitik	7229
19.01.2020 16:38:00	web	red	Schon wieder Software-Problem bei Boeing 737 Max gefunden	Krisenflieger	3606
19.01.2020 13:20:00	web	red	Massiver Ausfall bei WhatsApp am Sonntagnachmittag	Messenger	2835
19.01.2020 11:48:00	web	red	Kritische Sicherheitslücke bei Internet Explorer wird bereits ausgenutzt	Browser	2736
19.01.2020 10:38:00	web	red	Ubuntu bekommt einen neuen Look	Linux	2960
19.01.2020 10:18:00	web	red	"Hass im Netz"? Frauenministerin Raab kritisiert Kabarettist Chmelar für Marilyn-Manson-Vergleich	Debatten im Netz	4964
19.01.2020 08:58:00	web	red	Frauen heimlich auf Festival gefilmt, Videos auf Pornoplattform gestellt	Pornoplattform	3490
19.01.2020 17:04:00	web	APA	Shitstorm für Schauspieler Lars Eidinger, weil er mit Luxustasche vor Obdachlosen posierte	Social Media	4426
19.01.2020 16:12:00	web	APA	"Herr Drecksloch": Facebook entschuldigt sich für Übersetzungsfehler bei Chinas Präsident	Fail	5156
19.01.2020 16:02:00	web	APA	EU-Kommissar: Strenge Auflagen werden 5G-Aufbau nicht bremsen	Mobilfunk	6130
19.01.2020 11:31:00	web	APA	Merck-Chef: Stehen vor beispiellosen technischen Entwicklungen	Innovation	5592
19.01.2020 09:57:00	web	APA	Amazon Fresh muss Herkunft von Obst und Gemüse eindeutig angeben	IT-Business	3430
19.01.2020 09:53:00	web	APA	Obskure US-Firma sammelte Milliarden Fotos für Gesichtsdatenbank	Netzpolitik	8419
19.01.2020 13:00:00	web	Daniel Koller	Österreichs erfolgreichster Spieleentwickler: "Arbeite oft von 6 bis 3 Uhr früh"	Games	25695
19.01.2020 12:51:00	web	gpi	Webtipp: Ein Mörder erzählt, was ihn einst töten ließ	Webtipp	9349
19.01.2020 11:00:00	web	Andreas Gstaltmeyr	Blackout-Experte Saurugg: "Wir fahren absehbar auf den Crash zu"	Krisenkommunikation	17068
19.01.2020 20:55:00	sport	'sofa-standings-embed-4106-24048'	Norwegen bleibt bei Handball-EM auch gegen Schweden ungeschlagen	Handball	6096
19.01.2020 20:50:00	sport	'sofa-standings-embed-125-24084'	RB Salzburg schlägt im Spitzenspiel den KAC	EBEL Eishockey-Liga	8627
19.01.2020 19:31:00	sport	'sofa-standings-embed-1-23776'	Unaufhaltsames Liverpool schlägt auch Manchester United	Erzrivalen	10403
19.01.2020 17:43:00	sport	'sofa-standings-embed-33-24644'	Juve nützt Inters Patzer dank Ronaldo-Doppelpack aus	Serie A	8268
19.01.2020 17:31:00	sport	'sofa-standings-embed-42-23538'	Bayern fertigen Hertha 4:0 ab, Baumgartlinger trifft gegen Paderborn	Deutsche Bundesliga	9634
19.01.2020 15:33:00	sport	APA	Eberhard in Ruhpolding als bester ÖSV-Biathlet nur 25.	Biathlon	2735
19.01.2020 15:22:00	sport	APA	Haaland nach seinem Traumdebüt: "Darum habt ihr mich gekauft"	BVB	9878
19.01.2020 15:08:00	sport	APA	Wiesberger fällt am Schlusstag in Abu Dhabi auf Rang acht zurück	Golf	5266
19.01.2020 06:02:00	sport	APA	Thiem nimmt positiv getestete Profis in Schutz: "Eine absolute Farce"	Australian Open	6220
19.01.2020 09:00:00	sport	Florian Vetter	Der letzte große Applaus	Literarisches Denkmal	18198
19.01.2020 17:57:00	panorama	Michael Möseneder	Herta Kunerth: Die 101-Jährige, die die ÖVP das Fürchten lehrte	Kopf des Tages	6574
19.01.2020 17:55:00	panorama	APA	"Harter Megxit": Harry und Meghan verlieren Titel und zahlen Millionen zurück	Ex-Royals	22779
19.01.2020 15:49:00	panorama	APA	Pitbull als "süß" bezeichnet und vom Herrl dafür Faustschläge geerntet	Salzburg	3059
19.01.2020 14:25:00	panorama	APA	Ausmaß der mysteriösen Lungenkrankheit in China womöglich deutlich größer als angenommen	Infektionskrankheit	12680
19.01.2020 12:09:00	panorama	APA	Rumäne auf A1 bei Amstetten von Auto erfasst und getötet	Verkehrsunfall	4887
19.01.2020 10:47:00	panorama	APA	Australien stellt Millionenhilfe für Tourismusbranche in Aussicht	Katastrophenhilfe	9999
19.01.2020 17:55:00	panorama	dpa	"Harter Megxit": Harry und Meghan verlieren Titel und zahlen Millionen zurück	Ex-Royals	22779
19.01.2020 14:25:00	panorama	dpa	Ausmaß der mysteriösen Lungenkrankheit in China womöglich deutlich größer als angenommen	Infektionskrankheit	12680
19.01.2020 10:47:00	panorama	dpa	Australien stellt Millionenhilfe für Tourismusbranche in Aussicht	Katastrophenhilfe	9999
19.01.2020 11:00:00	panorama	Wolfgang Weisgram	Regina Petrik: Beherrscht, besonnen und ein bisserl belehrend	Burgenland-Wahl	8977
19.01.2020 18:00:00	kultur	Thomas Sautner	Mikl-Leitner: "Die Greißlerei meines Vaters war die beste politische Schule"	1000 Tage Landeshauptfrau	37089
19.01.2020 16:40:00	kultur	Ljubiša Tošic	In der Todeszone des Begehrens	Oper	7461
19.01.2020 16:21:00	kultur	Stefan Ender	Besuch vom lieben Gott	Philharmonisches	5469
19.01.2020 13:13:00	kultur	Ronald Pohl	"Hamletmaschine": Müller gesehen, Schwein gehabt	Burgtheater-Kasino	9105
19.01.2020 12:04:00	kultur	Eric Frey	Tabus durch Political Correctness? Sprache ist heute freier denn je	Political Correctness	15102
19.01.2020 12:00:00	kultur	Willy Puchner	EU-Passfoto: Eine Schablone, in die alle hineinpassen sollen	Kulturgeschichte	14321
19.01.2020 16:32:00	etat	Bert Rebhandl	Patrick Stewart: "Picard ist unglücklich und zornig"	Serienpremiere	16406
19.01.2020 15:40:00	etat	red	"Game of Thrones": Prequel kommt nicht vor 2022	Serienkult	5023
19.01.2020 14:14:00	etat	red	Dschungelcamp bleibt beliebt: 320.000 schauten am Samstag	Quote	1936
19.01.2020 14:02:00	etat	APA	Unwetter im Dschungelcamp – Marco Cerullo verlässt RTL-Show	Nasse Stars	4907
19.01.2020 13:50:00	etat	Günter Traxler	Burger oder Klachlsuppe?	Blattsalat	9765
19.01.2020 06:00:00	etat	Karl Gedlicka	Nina Proll frühstückt bei Claudia Stöckl, Pocahontas wühlt auf: TV-Tipps für Sonntag	Switchlist	9396
19.01.2020 21:43:00	wissenschaft	APA	Selbstzerstörungssystem des Antriebs der "Dragon"-Raumkapsel funktioniert	SpaceX	6770
19.01.2020 15:59:00	wissenschaft	APA	Kollision der Milchstraße mit Zwerggalaxie datiert	Astroseismologie	6993
19.01.2020 11:17:00	wissenschaft	APA	Der Stammbaum der Gebärdensprachen hat starke österreichische Wurzeln	Linguistik	5265
19.01.2020 21:43:00	wissenschaft	dpa	Selbstzerstörungssystem des Antriebs der "Dragon"-Raumkapsel funktioniert	SpaceX	6770
19.01.2020 15:59:00	wissenschaft	red	Kollision der Milchstraße mit Zwerggalaxie datiert	Astroseismologie	6993
19.01.2020 11:17:00	wissenschaft	red	Der Stammbaum der Gebärdensprachen hat starke österreichische Wurzeln	Linguistik	5265
19.01.2020 14:00:00	wissenschaft	jdo	Die Größe des Riesenkalmars bleibt ein Rätsel	Architeuthis dux	13982
19.01.2020 08:00:00	wissenschaft	Ralf Nestler	Gab es ein Universum vor dem Urknall?	Urprall-Theorie	15103
19.01.2020 06:14:00	wissenschaft	Peter Illetschko	Warum ist der Schnee weiß?	Gute Frage	13921
20.01.2020 21:46:00	international	APA	22.000 Menschen bei Waffendemo in Virginia	Waffengesetze	13552
20.01.2020 20:56:00	international	APA	Britisches Oberhaus stimmt für Absicherung von Bleiberecht für EU-Bürger	Rückschlag für Johnson	8290
20.01.2020 20:36:00	international	APA	Trumps Anwälte fordern "sofortigen" Freispruch des US-Präsidenten	Impeachment	8957
20.01.2020 19:14:00	international	APA	Mehrere Tote bei Protesten im Irak	Demonstrationen	4124
20.01.2020 15:56:00	international	APA	Kurti hat Mandat zur Regierungsbildung im Kosovo angenommen	Vetevendosje	9246
20.01.2020 14:56:00	international	APA	Norwegens Regierung verliert durch Streit über IS-Anhängerin Mehrheit	Regierungsstreit	6423
20.01.2020 09:40:00	international	APA	US-Wahl: "New York Times" für Warren und Klobuchar als Präsidentschaftskandidatinnen	Präsidentenwahl	6328
20.01.2020 21:46:00	international	red	22.000 Menschen bei Waffendemo in Virginia	Waffengesetze	13552
20.01.2020 20:36:00	international	red	Trumps Anwälte fordern "sofortigen" Freispruch des US-Präsidenten	Impeachment	8957
20.01.2020 19:14:00	international	red	Mehrere Tote bei Protesten im Irak	Demonstrationen	4124
20.01.2020 19:14:00	international	Reuters	Mehrere Tote bei Protesten im Irak	Demonstrationen	4124
20.01.2020 14:56:00	international	Reuters	Norwegens Regierung verliert durch Streit über IS-Anhängerin Mehrheit	Regierungsstreit	6423
20.01.2020 14:44:00	international	Reuters	Iran droht Europäern mit Ausstieg aus Atomwaffensperrvertrag	Atomabkommen	9839
20.01.2020 19:09:00	international	Dominik Straub aus Rom	Italien: Salvini droht Verlust der Immunität als Senator	Justizstreit	10278
20.01.2020 17:57:00	international	Gerald Schubert	Waterboarding wird Thema bei 9/11-Prozess	USA	9377
20.01.2020 17:35:00	international	Johannes Dieterich	Angolas "Prinzessin" Isabel dos Santos schwer unter Druck	Angola	8563
20.01.2020 17:16:00	international	Michael Vosatka	Positive Reaktionen auf Berliner Libyen-Gipfel	Libyen	10281
20.01.2020 17:16:00	international	Thomas Mayer	Positive Reaktionen auf Berliner Libyen-Gipfel	Libyen	10281
20.01.2020 17:10:00	international	Birgit Baumann aus Berlin	Angela Merkels Rückkehr als Krisenkanzlerin für Libyen	Diplomatie	10050
20.01.2020 13:00:00	international	Adelheid Wölfl aus Tuzla	Tuzla, der Geburtsort von Alma Zadić, steht für Widerstandsgeist	Bosnien-Herzegowina	22923
20.01.2020 09:00:00	international	Frank Herrmann aus Washington	Alan Dershowitz, Trumps schillerndster Verteidiger	Impeachment	8900
20.01.2020 19:31:00	inland	Davina Brunnbauer	Wiesinger: "Man darf Probleme nicht unter den Tisch kehren"	Schulen	8285
20.01.2020 19:23:00	inland	red	Schlacht ums NS-Gedenken: Wie politisch darf die Uni sein?	Diskutieren Sie mit	5415
20.01.2020 17:25:00	inland	red	Immunität: Abgeordneter Reimon soll Strafe bezahlen	150 Euro	5657
20.01.2020 18:52:00	inland	APA	ÖVP-Landesrätin lehnt Kopftuchverbot doch nicht ab	Doch nicht gegen Parteilinie	4923
20.01.2020 17:25:00	inland	APA	Immunität: Abgeordneter Reimon soll Strafe bezahlen	150 Euro	5657
20.01.2020 15:01:00	inland	APA	Neos wollen Obergrenze für Wahlkampf-Kosten auf die Hälfte reduzieren	Wien-Wahl	4788
20.01.2020 17:05:00	inland	Oona Kroisleitner	Streit um Einfluss von Parteien in Schulen eskaliert	Bildung	13620
20.01.2020 17:05:00	inland	Nina Weißensteiner	Streit um Einfluss von Parteien in Schulen eskaliert	Bildung	13620
20.01.2020 15:56:00	inland	Sebastian Fellner	Neos und Grüne fordern Konsequenzen im Fall Waldhäusl	Niederösterreich	6839
20.01.2020 11:00:00	inland	Fabian Schmid	Wie die Regierung verhindern kann, dass Nazis das Verbotsgesetz umgehen	Rechtsextremismus	10016
20.01.2020 21:31:00	wirtschaft	APA	Macron und Trump verzichten bei Digitalsteuer offenbar auf Strafzölle	Handelskonflikt	8923
20.01.2020 20:39:00	wirtschaft	APA	FMA-Vorstand Kumpfmüller neuer CEO der Hypo Oberösterreich	Personalia	3478
20.01.2020 19:34:00	wirtschaft	APA	Sperren von Arbeitslosengeld deutlich gestiegen	Sozialleistung	12553
20.01.2020 16:19:00	wirtschaft	APA	UN-CO2-Ziel für Schifffahrt kostet über eine Billion Dollar	Klimawandel	5106
20.01.2020 13:43:00	wirtschaft	APA	15 Klauseln in "George"-Geschäftsbedingungen der Erste Bank laut Urteil unzulässig	Handelsgericht	6136
20.01.2020 13:20:00	wirtschaft	APA	Lega-Chef Salvini ruft Abgeordnete auf, für Aufhebung seiner Immunität zu stimmen	Prozess droht	7523
20.01.2020 12:59:00	wirtschaft	APA	Weitere Beschuldigte wegen Cum-Ex-Geschäften angeklagt	Steuerbetrug	8408
20.01.2020 12:04:00	wirtschaft	APA	Österreich bietet laut Studie besonders gute Chancen auf sozialen Aufstieg	Wirtschaftsforum	9531
20.01.2020 10:35:00	wirtschaft	APA	Nach knapp 14 Stunden: ÖBB-Nightjet fuhr erstmals in Brüssel ein	Jungfernfahrt	13373
20.01.2020 09:13:00	wirtschaft	APA	Heizöl und Sprit drückten Preise für Haushaltsenergie	Energie	9654
20.01.2020 21:31:00	wirtschaft	Reuters	Macron und Trump verzichten bei Digitalsteuer offenbar auf Strafzölle	Handelskonflikt	8923
20.01.2020 07:55:00	wirtschaft	Reuters	Schere zwischen Arm und Reich geht weltweit weiter auf	Verteilungsgerechtigkeit	10817
20.01.2020 21:00:00	wirtschaft	lauf	Wie die Klimawende noch gelingen könnte	Studie	11614
20.01.2020 21:00:00	wirtschaft	red	Wie die Klimawende noch gelingen könnte	Studie	11614
20.01.2020 20:39:00	wirtschaft	red	FMA-Vorstand Kumpfmüller neuer CEO der Hypo Oberösterreich	Personalia	3478
20.01.2020 19:34:00	wirtschaft	red	Sperren von Arbeitslosengeld deutlich gestiegen	Sozialleistung	12553
20.01.2020 10:35:00	wirtschaft	red	Nach knapp 14 Stunden: ÖBB-Nightjet fuhr erstmals in Brüssel ein	Jungfernfahrt	13373
20.01.2020 07:55:00	wirtschaft	red	Schere zwischen Arm und Reich geht weltweit weiter auf	Verteilungsgerechtigkeit	10817
20.01.2020 18:41:00	wirtschaft	Gerold Oberhumer	Wie mehrseitige Testamente ungültig werden	Erbschaft	5543
20.01.2020 14:00:00	wirtschaft	Günther Strobl	Kraftwerk in Kiel mit Tiroler Technologie könnte zur Pilgerstätte werden	Lokalaugenschein	11291
20.01.2020 13:56:00	wirtschaft	Jan Dirk Herbermann aus Genf	Im Privatjet zur Klimarettung nach Davos	Globalisierung	12425
20.01.2020 12:59:00	wirtschaft	AFP	Weitere Beschuldigte wegen Cum-Ex-Geschäften angeklagt	Steuerbetrug	8408
20.01.2020 07:55:00	wirtschaft	dpa	Schere zwischen Arm und Reich geht weltweit weiter auf	Verteilungsgerechtigkeit	10817
20.01.2020 06:00:00	wirtschaft	Andreas Schnauder	Kalte Progression versus Steuerentlastung: Wer verliert und wer profitiert	Entlastung	11716
20.01.2020 18:24:00	web	red	ÖBB-Nightjet nach Brüssel hat kein WLAN	Wifi	3046
